"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_users_api[firefox]","tests.api","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_api","",""
"","0","test_ajax[chromium]","tests","Tue Jan 20 16:39:42 GMT 2026","broken","Tue Jan 20 16:39:42 GMT 2026","","test_ajax","",""
"","0","test_page_has_docs_link[firefox]","tests","Tue Jan 20 16:39:43 GMT 2026","broken","Tue Jan 20 16:39:43 GMT 2026","","test_args","",""
"","0","test_page_has_docs_link[webkit]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_args","",""
"","0","test_page_has_docs_link[firefox]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_hook","",""
"","0","test_page_has_docs_link[webkit]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_hook","",""
"","0","test_get_started_visits_docs[webkit]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_hook","",""
"
    Novo teste: Demonstra várias asserções do Playwright.
    ","0","test_assertion_examples[webkit]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_expect_samples","",""
"","0","test_get_started_visits_docs[webkit]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_page_fixture","",""
"","0","test_get_started_visits_docs[chromium]","tests","Tue Jan 20 16:39:43 GMT 2026","broken","Tue Jan 20 16:39:43 GMT 2026","","test_hook","",""
"","0","test_app[webkit]","tests","Tue Jan 20 16:39:44 GMT 2026","broken","Tue Jan 20 16:39:44 GMT 2026","","test_checkbox","",""
"","237","test_remove_user","tests.api","Tue Jan 20 16:39:45 GMT 2026","passed","Tue Jan 20 16:39:45 GMT 2026","","test_methods","",""
"","0","test_page_has_docs_link[chromium]","tests","Tue Jan 20 16:39:43 GMT 2026","broken","Tue Jan 20 16:39:43 GMT 2026","","test_args","",""
